when                ,total_error ,average_error ,avg_runtime ,multithreaded ,cannyify_image ,thin_image ,refined_votes ,n_average_segment_tips ,trim_segment_edges ,manysegs_average_segments ,use_average_theta ,faster_nearest_idx
2024-04-21 17:09:31 ,       4.06 ,         0.41 ,       3.21 ,True          ,False          ,True       ,False         ,                    15 ,                 0 ,False                     ,True              ,True
2024-04-21 17:09:36 ,       3.70 ,         0.37 ,       4.44 ,True          ,False          ,True       ,False         ,                    15 ,                 0 ,False                     ,True              ,False
2024-04-21 17:09:40 ,       3.18 ,         0.32 ,       3.22 ,True          ,False          ,True       ,False         ,                    15 ,                 0 ,False                     ,False             ,True
2024-04-21 17:09:45 ,       2.78 ,         0.28 ,       4.61 ,True          ,False          ,True       ,False         ,                    15 ,                 0 ,False                     ,False             ,False
2024-04-21 17:09:49 ,       4.06 ,         0.41 ,       3.25 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,True                      ,True              ,True
2024-04-21 17:09:54 ,       3.70 ,         0.37 ,       4.45 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,True                      ,True              ,False
2024-04-21 17:09:58 ,       0.51 ,         0.05 ,       3.27 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,True                      ,False             ,True
2024-04-21 17:10:03 ,       0.78 ,         0.08 ,       4.50 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,True                      ,False             ,False
2024-04-21 17:10:07 ,       4.06 ,         0.41 ,       3.28 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,False                     ,True              ,True
2024-04-21 17:10:13 ,       3.70 ,         0.37 ,       4.54 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,False                     ,True              ,False
2024-04-21 17:10:16 ,       2.20 ,         0.22 ,       3.22 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,False                     ,False             ,True
2024-04-21 17:10:22 ,       2.19 ,         0.22 ,       4.58 ,True          ,False          ,True       ,False         ,                    15 ,                 5 ,False                     ,False             ,False
2024-04-21 17:10:30 ,       3.49 ,         0.35 ,       6.50 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,True                      ,True              ,True
2024-04-21 17:10:42 ,       4.11 ,         0.41 ,      10.28 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,True                      ,True              ,False
2024-04-21 17:10:49 ,       2.47 ,         0.25 ,       6.49 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,True                      ,False             ,True
2024-04-21 17:11:02 ,       3.13 ,         0.31 ,      10.22 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,True                      ,False             ,False
2024-04-21 17:11:09 ,       3.49 ,         0.35 ,       6.51 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,False                     ,True              ,True
2024-04-21 17:11:22 ,       4.11 ,         0.41 ,      10.12 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,False                     ,True              ,False
2024-04-21 17:11:30 ,       2.35 ,         0.23 ,       6.72 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,False                     ,False             ,True
2024-04-21 17:11:42 ,       3.68 ,         0.37 ,      10.25 ,True          ,False          ,False      ,True          ,                     1 ,                 0 ,False                     ,False             ,False
2024-04-21 17:11:50 ,       3.49 ,         0.35 ,       6.51 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,True                      ,True              ,True
2024-04-21 17:12:02 ,       4.11 ,         0.41 ,      11.00 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,True                      ,True              ,False
2024-04-21 17:12:10 ,       2.47 ,         0.25 ,       6.66 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,True                      ,False             ,True
2024-04-21 17:12:22 ,       3.13 ,         0.31 ,      10.21 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,True                      ,False             ,False
2024-04-21 17:12:30 ,       3.49 ,         0.35 ,       6.55 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,False                     ,True              ,True
2024-04-21 17:12:42 ,       4.11 ,         0.41 ,      10.16 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,False                     ,True              ,False
2024-04-21 17:12:49 ,       2.35 ,         0.23 ,       6.66 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,False                     ,False             ,True
2024-04-21 17:13:02 ,       3.68 ,         0.37 ,      10.39 ,True          ,False          ,False      ,True          ,                     1 ,                 5 ,False                     ,False             ,False
2024-04-21 17:13:09 ,       3.49 ,         0.35 ,       6.58 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,True                      ,True              ,True
2024-04-21 17:13:21 ,       4.11 ,         0.41 ,      10.19 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,True                      ,True              ,False
2024-04-21 17:13:29 ,       2.47 ,         0.25 ,       6.61 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,True                      ,False             ,True
2024-04-21 17:13:41 ,       3.13 ,         0.31 ,      10.10 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,True                      ,False             ,False
2024-04-21 17:13:49 ,       3.49 ,         0.35 ,       6.60 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,False                     ,True              ,True
2024-04-21 17:14:01 ,       4.11 ,         0.41 ,      10.15 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,False                     ,True              ,False
2024-04-21 17:14:09 ,       2.35 ,         0.23 ,       6.59 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,False                     ,False             ,True
2024-04-21 17:14:22 ,       3.69 ,         0.37 ,      10.56 ,True          ,False          ,False      ,True          ,                     5 ,                 0 ,False                     ,False             ,False
2024-04-21 17:14:29 ,       3.49 ,         0.35 ,       6.62 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,True                      ,True              ,True
2024-04-21 17:14:41 ,       4.11 ,         0.41 ,      10.09 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,True                      ,True              ,False
2024-04-21 17:14:49 ,       2.47 ,         0.25 ,       6.56 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,True                      ,False             ,True
2024-04-21 17:15:02 ,       3.13 ,         0.31 ,      10.98 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,True                      ,False             ,False
2024-04-21 17:15:10 ,       3.49 ,         0.35 ,       6.59 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,False                     ,True              ,True
2024-04-21 17:15:22 ,       4.11 ,         0.41 ,      10.29 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,False                     ,True              ,False
2024-04-21 17:15:30 ,       2.35 ,         0.24 ,       6.51 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,False                     ,False             ,True
2024-04-21 17:15:42 ,       3.68 ,         0.37 ,      10.46 ,True          ,False          ,False      ,True          ,                     5 ,                 5 ,False                     ,False             ,False
2024-04-21 17:15:50 ,       3.49 ,         0.35 ,       6.63 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,True                      ,True              ,True
2024-04-21 17:16:02 ,       4.11 ,         0.41 ,      10.25 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,True                      ,True              ,False
2024-04-21 17:16:09 ,       2.47 ,         0.25 ,       6.49 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,True                      ,False             ,True
2024-04-21 17:16:22 ,       3.13 ,         0.31 ,      10.26 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,True                      ,False             ,False
2024-04-21 17:16:29 ,       3.49 ,         0.35 ,       6.54 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,False                     ,True              ,True
2024-04-21 17:16:41 ,       4.11 ,         0.41 ,      10.24 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,False                     ,True              ,False
2024-04-21 17:16:49 ,       2.29 ,         0.23 ,       6.88 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,False                     ,False             ,True
2024-04-21 17:17:02 ,       3.50 ,         0.35 ,      10.29 ,True          ,False          ,False      ,True          ,                    15 ,                 0 ,False                     ,False             ,False
2024-04-21 17:17:09 ,       3.49 ,         0.35 ,       6.45 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,True                      ,True              ,True
2024-04-21 17:17:22 ,       4.11 ,         0.41 ,      10.42 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,True                      ,True              ,False
2024-04-21 17:17:30 ,       2.47 ,         0.25 ,       7.06 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,True                      ,False             ,True
2024-04-21 17:17:43 ,       3.13 ,         0.31 ,      10.19 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,True                      ,False             ,False
2024-04-21 17:17:50 ,       3.49 ,         0.35 ,       6.74 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,False                     ,True              ,True
2024-04-21 17:18:04 ,       4.11 ,         0.41 ,      10.80 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,False                     ,True              ,False
2024-04-21 17:18:11 ,       2.14 ,         0.21 ,       6.72 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,False                     ,False             ,True
2024-04-21 17:18:24 ,       3.29 ,         0.33 ,      10.26 ,True          ,False          ,False      ,True          ,                    15 ,                 5 ,False                     ,False             ,False
2024-04-21 17:18:29 ,       3.00 ,         0.30 ,       5.13 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,True                      ,True              ,True
2024-04-21 17:18:38 ,       1.95 ,         0.19 ,       7.70 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,True                      ,True              ,False
2024-04-21 17:18:44 ,       0.60 ,         0.06 ,       5.10 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,True                      ,False             ,True
2024-04-21 17:18:54 ,       1.15 ,         0.11 ,       7.98 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,True                      ,False             ,False
2024-04-21 17:18:59 ,       3.00 ,         0.30 ,       5.02 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,False                     ,True              ,True
2024-04-21 17:19:08 ,       1.95 ,         0.19 ,       7.70 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,False                     ,True              ,False
2024-04-21 17:19:14 ,       8.16 ,         0.82 ,       5.12 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,False                     ,False             ,True
2024-04-21 17:19:23 ,       8.54 ,         0.85 ,       7.76 ,True          ,False          ,False      ,False         ,                     1 ,                 0 ,False                     ,False             ,False
2024-04-21 17:19:29 ,       3.00 ,         0.30 ,       5.06 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,True                      ,True              ,True
2024-04-21 17:19:38 ,       1.95 ,         0.19 ,       7.77 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,True                      ,True              ,False
2024-04-21 17:19:44 ,       0.60 ,         0.06 ,       5.01 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,True                      ,False             ,True
2024-04-21 17:19:53 ,       1.15 ,         0.11 ,       7.91 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,True                      ,False             ,False
2024-04-21 17:19:59 ,       3.00 ,         0.30 ,       5.01 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,False                     ,True              ,True
2024-04-21 17:20:08 ,       1.95 ,         0.19 ,       7.77 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,False                     ,True              ,False
2024-04-21 17:20:14 ,       3.51 ,         0.35 ,       5.11 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,False                     ,False             ,True
2024-04-21 17:20:23 ,       3.43 ,         0.34 ,       7.91 ,True          ,False          ,False      ,False         ,                     1 ,                 5 ,False                     ,False             ,False
2024-04-21 17:20:28 ,       3.00 ,         0.30 ,       5.14 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,True                      ,True              ,True
2024-04-21 17:20:38 ,       1.95 ,         0.19 ,       8.01 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,True                      ,True              ,False
2024-04-21 17:20:44 ,       0.60 ,         0.06 ,       4.96 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,True                      ,False             ,True
2024-04-21 17:20:53 ,       1.15 ,         0.11 ,       7.90 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,True                      ,False             ,False
2024-04-21 17:20:59 ,       3.00 ,         0.30 ,       5.09 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,False                     ,True              ,True
2024-04-21 17:21:08 ,       1.95 ,         0.19 ,       8.41 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,False                     ,True              ,False
2024-04-21 17:21:14 ,       5.46 ,         0.55 ,       5.06 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,False                     ,False             ,True
2024-04-21 17:21:23 ,       6.64 ,         0.66 ,       7.74 ,True          ,False          ,False      ,False         ,                     5 ,                 0 ,False                     ,False             ,False
2024-04-21 17:21:29 ,       3.00 ,         0.30 ,       5.07 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,True                      ,True              ,True
2024-04-21 17:21:38 ,       1.95 ,         0.19 ,       7.77 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,True                      ,True              ,False
2024-04-21 17:21:44 ,       0.60 ,         0.06 ,       5.01 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,True                      ,False             ,True
2024-04-21 17:21:53 ,       1.15 ,         0.11 ,       8.04 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,True                      ,False             ,False
2024-04-21 17:21:59 ,       3.00 ,         0.30 ,       5.02 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,False                     ,True              ,True
2024-04-21 17:22:08 ,       1.95 ,         0.19 ,       7.91 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,False                     ,True              ,False
2024-04-21 17:22:14 ,       4.75 ,         0.47 ,       5.09 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,False                     ,False             ,True
2024-04-21 17:22:23 ,       5.66 ,         0.57 ,       7.80 ,True          ,False          ,False      ,False         ,                     5 ,                 5 ,False                     ,False             ,False
2024-04-21 17:22:28 ,       3.00 ,         0.30 ,       5.10 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,True                      ,True              ,True
2024-04-21 17:22:38 ,       1.95 ,         0.19 ,       7.84 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,True                      ,True              ,False
2024-04-21 17:22:43 ,       0.60 ,         0.06 ,       5.09 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,True                      ,False             ,True
2024-04-21 17:22:53 ,       1.15 ,         0.11 ,       8.01 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,True                      ,False             ,False
2024-04-21 17:22:58 ,       3.00 ,         0.30 ,       5.00 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,False                     ,True              ,True
2024-04-21 17:23:07 ,       1.95 ,         0.19 ,       7.83 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,False                     ,True              ,False
2024-04-21 17:23:13 ,       4.14 ,         0.41 ,       5.12 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,False                     ,False             ,True
2024-04-21 17:23:22 ,       4.56 ,         0.46 ,       7.74 ,True          ,False          ,False      ,False         ,                    15 ,                 0 ,False                     ,False             ,False
2024-04-21 17:23:28 ,       3.00 ,         0.30 ,       5.04 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,True                      ,True              ,True
2024-04-21 17:23:37 ,       1.95 ,         0.19 ,       7.80 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,True                      ,True              ,False
2024-04-21 17:23:43 ,       0.60 ,         0.06 ,       5.22 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,True                      ,False             ,True
2024-04-21 17:23:52 ,       1.15 ,         0.11 ,       7.94 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,True                      ,False             ,False
2024-04-21 17:23:58 ,       3.00 ,         0.30 ,       5.13 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,False                     ,True              ,True
2024-04-21 17:24:07 ,       1.95 ,         0.19 ,       7.87 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,False                     ,True              ,False
2024-04-21 17:24:13 ,       2.94 ,         0.29 ,       5.46 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,False                     ,False             ,True
2024-04-21 17:24:23 ,       3.97 ,         0.40 ,       7.89 ,True          ,False          ,False      ,False         ,                    15 ,                 5 ,False                     ,False             ,False
